date,cust_email,cust_location,product_id,product_quantity
2020-01-01,bin@msn.com,98802,X4TBTVB2C4CT,1
2020-01-01,bin@msn.com,98802,QF4X9RRXXHJC,3
2020-01-01,paomp@live.com,41400,EMJ2K2GWAFT9,2
2020-01-01,cryss@aol.com,33041,XUIMUB32ZK7A,1
2020-01-01,cryss@aol.com,33041,8PQ5T5D64SRZ,1
2020-01-01,stroipt@yahoo.com,33041,9PRFQ24Z1ZPT,1
2020-01-01,swod@msn.com,43541,5ITPZLS6EMN6,1
2020-01-02,jiob@aol.com,24395,Y5NYXOZRF1BJ,1
2020-01-02,gra@outlook.com,18933,P768IEEII2NF,1
2020-01-02,gra@outlook.com,18933,IYZM447HX4PU,1
2020-01-02,snemp@gmail.com,32294,45UIP23SJ9UF,1
2020-01-02,proov@icloud.com,48893,7EH3QELUEVIM,4
2020-01-02,ve@mail.com,94588,HV8YOHI3C0JL,2
2020-01-03,slie@hotmail.com,21901,AJB6NBSXLJQJ,1
2020-01-03,swoipt@yahoo.com,82075,A6927HBTTW9P,1
2020-01-03,fruem@gmail.com,11976,I6NE4436JIZM,1
2020-01-04,shan@outlook.com,32642,S1SV2UPATF9X,2
2020-01-04,rau@live.com,35391,M8UYM4LK8E7F,4
2020-01-04,yyy@hotmail.com,62294,1DBOF66N0TC0,1
2020-01-04,fyw@aol.com,70590,9A0QSUVN3TO6,3
2020-01-04,fyw@aol.com,70590,5ELHFGF9EYWP,1
2020-01-04,nok@yahoo.com,67094,5YJB3CU4QJ5D,2
2020-01-04,daesh@icloud.com,01597,DNZCAVE5T2QR,1
2020-01-04,daesh@icloud.com,01597,XOTU9N4E72VO,3
2020-01-04,fea@yahoo.com,94929,2HI6V4WE8ETZ,1
2020-01-04,fea@yahoo.com,94929,2189DHEX1OBK,3
2020-01-04,vopt@gmail.com,82701,C5FX6CNLHO0W,1
2020-01-04,vopt@gmail.com,82701,19QIEZD85D1M,1
2020-01-05,pe@outlook.com,19068,5M76PQE6E4J1,1
2020-01-05,pe@outlook.com,19068,T6S6T0A30GTK,1
2020-01-05,pe@outlook.com,19068,T24BDLGP1OQI,1
2020-01-05,spaap@yahoo.com,23694,X6YPZCUHZ3FC,1
2020-01-05,spaap@yahoo.com,23694,R285X9QN5DT5,2
